Pāli1	Fin	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Source 2	Sutta2	Example 2	Pali chant 2	English chant 2	Chapter 2	Source 3	Sutta 3	Example 3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	Feedback	Tags
kacci nu kho	ss	idiom	ind, interr						is it so?; perhaps?														AN 10.48	pabbajitābhiṇhasuttaṃ	‘<b>kacci nu kho</b> me attā sīlato na upavadatī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections	AN 10.48	pabbajitābhiṇhasuttaṃ	‘<b>kacci nu kho</b> maṃ anuvicca viññū sabrahmacārī sīlato na upavadantī’ti pabbajitena abhiṇhaṃ paccavekkhitabbaṃ	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Reflection<br/>by One Gone Forth	Reflections	34n	!	kacci nu kho	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kacci nu kho"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
kacci	ps	ind	interr	ka					I hope; I trust; I doubt; I suspect					ka + ci	kaccid					VIN PAT NID	nidānuddeso	uddiṭṭhaṃ kho, āyasmanto, nidānaṃ. tatth'āyasmante pucchāmi: `<b>kacci</b>'ttha parisuddhā?'	AN 10.48	pabbajitābhiṇhasuttaṃ	‘<b>kacci</b> nu kho me attā sīlato na upavadatī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	-		99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kacci"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
kathaṃ	ps	ind	interr, adv	ka					how?; in what way?					kiṃ + thaṃ	kathaṃ					SNP 70	mogharāja māṇava pucchā<br/>pārāyana vaggo 15	evaṃ abhikkanta-dassāviṃ, atthi pañhena āgamaṃ,<br/><b>kathaṃ</b> lokaṃ avekkhantaṃ, maccurājā na passati.	AN 10.48	pabbajitābhiṇhasuttaṃ	‘<b>kathaṃ</b>-bhūtassa me rattindivā vītivattantī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	-		99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kathaṃ"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
kathaṃbhūta	s	adj	interr, comp						how?; what kind?; what way?; lit. how become?					kathaṃ + bhūta	kathaṃbhūta								AN 10.48	pabbajitābhiṇhasuttaṃ	‘<b>kathaṃbhūtassa</b> me rattindivā vītivattantī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	kathaṃbhūt	a adj	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kathaṃbhūta"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
parapaṭibaddha	s	adj	comp						dependent on others; bound to other people; supported by others					para + paṭibaddha	para + pratibandha								AN 10.48	pabbajitābhiṇhasuttaṃ	‘<b>parapaṭibaddhā</b> me jīvikā’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	parapaṭibaddh	a adj	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=parapaṭibaddha"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
vevaṇṇiya	s	nt	abstr	vivaṇṇa					change of appearance; change of social order; lit. discolouration			√var 1 a (to cover, dress, restrain)		vi > ve + √var + na + *iya	vaivarṇya	√vṛ		(ANa) vevaṇṇiyan'ti vivaṇṇabhāvaṃ. taṃ pan'etaṃ vevaṇṇiyaṃ duvidhaṃ hoti sarīravevaṇṇiyaṃ parikkhāravevaṇṇiyañ'ca. tattha kesamassuoropanena sarīravevaṇṇiyaṃ veditabbaṃ ... ayapatte vā mattikapatte vā missak'odano bhuñjitabbo, rukkhamūl'ādisen'āsane muñjatiṇasantharaṇ'ādīsu nipajjitabbaṃ, cammakhaṇḍataṭṭik'ādīsu nisīditabbaṃ, pūtimutt'ādīhi bhesajjaṃ kattabbaṃ hoti. evam'ettha parikkhāravevaṇṇiyaṃ veditabbaṃ.					AN 10.48	pabbajitābhiṇhasuttaṃ	‘<b>vevaṇṇiy’</b>amhi ajjhupagato’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	vevaṇṇiy	a nt	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vevaṇṇiya"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
uttari 1	ns	adj	compar	ud					superior; higher; better					ud + tara + i	uttara					SNP 43	paramaṭṭhakasuttaṃ<br/>aṭṭhakavaggo 5	paraman'ti diṭṭhīsu paribbasāno, yad'<b>uttari</b> kurute jantu loke,<br/>hīnā'ti aññe tato sabbam'āha, tasmā vivādāni avītivatto.	AN 10.48	pabbajitābhiṇhasuttaṃ	‘atthi nu kho me <b>uttari</b>-manussa-dhammo alam’ariya-ñāṇa-dassana-viseso adhigato, so’haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī’ti	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	uttar	i adj	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=uttari 1"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
uttarimanussadhamma	ps	masc	comp						super-human state; super-power; super human distinction; lit. beyond human state of mind					uttari + manussa + dhamma	uttara + manuṣya + dharma					VIN PAT PA 4	uttarimanussadhamma sikkhāpada	yo pana bhikkhu, anabhijānaṃ, <b>uttarimanussadhammaṃ</b> att’ūpanāyikaṃ alam’ariyañāṇadassanaṃ samudācareyya: “iti jānāmi, iti passāmī”ti,	AN 10.48	pabbajitābhiṇhasuttaṃ	‘atthi nu kho me <b>uttarimanussadhammo</b> alam’ariya-ñāṇa-dassana-viseso adhigato, so’haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī’ti	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	uttarimanussadhamm	a masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=uttarimanussadhamma"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
visesa 1	ps	masc		viseseti					distinction; attainment			√sis 8 *e (to remain, distinguish)		vi + √sis + *a	viśeṣa	√śiṣ				UD 50	cūḷapanthakasuttaṃ	ṭhitena kāyena ṭhitena cetasā, tiṭṭhaṃ nisinno uda vā sayāno, <br/>etaṃ satiṃ bhikkhu adhiṭṭhahāno, labhetha pubb’āpariyaṃ <b>visesaṃ</b>	AN 10.48	pabbajitābhiṇhasuttaṃ	‘atthi nu kho me uttari-manussa-dhammo alam’ariya-ñāṇa-dassana-<b>viseso</b> adhigato, so’haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī’ti	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	vises	a masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=visesa 1"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
alaṃ 1	ps	ind				impers		+dat +inf	(it is) suitable (to); proper (to); worthy (for); lit. enough (to)						araṃ					AN 3.66	kesamuttisuttaṃ	“<b>alañ</b>’hi vo, kālāmā, kaṅkhituṃ alaṃ vicikicchituṃ. kaṅkhanīy’eva pana vo ṭhāne vicikicchā uppannā”.	AN 10.48	pabbajitābhiṇhasuttaṃ	‘atthi nu kho me uttarimanussadhammo <b>alam</b>’ariya-ñāṇa-dassana-viseso adhigato, so’haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī’ti	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	-		99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=alaṃ 1"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
alamariyañāṇadassanavisesa	s	masc	comp						distinction in knowledge and vision suitable for a noble person; attainment of understanding and outlook proper for a noble one			& √ñā & √dis & √sis		alaṃ + ariya + ñāṇadassana + visesa	araṃ + ārya + jñānadarśana + viśeṣa								AN 10.48	pabbajitābhiṇhasuttaṃ	‘atthi nu kho me uttarimanussadhammo <b>alam’ariyañāṇadassana-viseso</b> adhigato, so’haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī’ti	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	alamariyañāṇadassanavises	a masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=alamariyañāṇadassanavisesa"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
ñāṇadassana	ps	nt	comp						total understanding; knowing and seeing; knowledge and vision					ñāṇa + dassana	jñānadarśana					AN 4.41	samādhibhāvanāsuttaṃ	atthi, bhikkhave, samādhibhāvanā bhāvitā bahulīkatā <b>ñāṇadassana</b>-ppaṭilābhāya saṃvattati	AN 10.48	pabbajitābhiṇhasuttaṃ	‘atthi nu kho me uttarimanussadhammo alam’ariya-<b>ñāṇadassana</b>-viseso adhigato, so’haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī’ti	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	ñāṇadassan	a nt	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ñāṇadassana"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
adhigata	ps	pp		adhigacchati					attained; obtained; understood			√gam 1 a (to go)		adhi + √gam + ta	adhigata	√gam				AN 3.66	kesamuttisuttaṃ	sa kho so ariyasāvako evaṃ avera-citto evaṃ abyāpajjha-citto evaṃ asaṃkiliṭṭha-citto evaṃ visuddhacitto. tassa diṭṭh’eva dhamme cattāro assāsā <b>adhigatā</b> honti.	AN 10.48	pabbajitābhiṇhasuttaṃ	‘atthi nu kho me uttarimanussadhammo alam’ariya-ñāṇa-dassana-viseso <b>adhigato</b>, so’haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī’ti	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	adhigat	a pp	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=adhigata"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
pacchime kāle	s	idiom	adj + masc						in latter days; lit. in last time														AN 10.48	pabbajitābhiṇhasuttaṃ	‘atthi nu kho me uttarimanussadhammo alam’ariya-ñāṇa-dassana-viseso adhigato, so’haṃ <b>pacchime kāle</b> sabrahmacārīhi puṭṭho na maṅku bhavissāmī’ti	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	!	pacchime kāle	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pacchime kāle"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
kāla 1	ps	masc							time; occasion			√kal 8 *e (to spend time)		√kal + *a	kāla	√kal				AN 4.147	dutiyakālasuttaṃ	kālena dhammassavanaṃ, kālena dhammasākacchā, kālena sammasanā, kālena vipassanā — ime kho, bhikkhave, cattāro <b>kālā</b> sammā bhāviyamānā sammā anuparivattiyamānā anupubbena āsavānaṃ khayaṃ pāpenti.	AN 10.48	pabbajitābhiṇhasuttaṃ	‘atthi nu kho me uttarimanussadhammo alam’ariya-ñāṇa-dassana-viseso adhigato, so’haṃ pacchime <b>kāle</b> sabrahmacārīhi puṭṭho na maṅku bhavissāmī’ti	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	kāl	a masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kāla 1"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
puṭṭha 1	ps	pp		pucchati					asked; questioned			√pucch 1 a (to ask, question)		√pucch + ta	pṛsṭa	√prach				AN 3.68	kathāvatthusuttaṃ	sac’āyaṃ, bhikkhave, puggalo pañhaṃ <b>puṭṭho</b> samāno aññen’aññaṃ paṭicarati, bahiddhā kathaṃ apanāmeti, kopañ’ca dosañ’ca appaccayañ’ca pātukaroti, evaṃ sant’āyaṃ, bhikkhave, puggalo akaccho hoti.	AN 10.48	pabbajitābhiṇhasuttaṃ	‘atthi nu kho me uttarimanussadhammo alam’ariya-ñāṇa-dassana-viseso adhigato, so’haṃ pacchime kāle sabrahmacārīhi <b>puṭṭho</b> na maṅku bhavissāmī’ti	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	puṭṭh	a pp	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=puṭṭha 1"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
maṅku 1	ps	adj							confused; abashed; downcast; low-spirited; embarrassed											MN 152	indriyabhāvanāsuttaṃ	evaṃ vutte, uttaro māṇavo pārāsiviy’antevāsī tuṇhībhūto <b>maṅku-</b>bhūto pattakkhandho adhomukho pajjhāyanto appaṭibhāno nisīdi.	AN 10.48	pabbajitābhiṇhasuttaṃ	‘atthi nu kho me uttarimanussadhammo alam’ariya-ñāṇa-dassana-viseso adhigato, so’haṃ pacchime kāle sabrahmacārīhi puṭṭho na <b>maṅku</b> bhavissāmī’ti	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	maṅk	u adj	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=maṅku 1"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
ākappa	s	masc							deportment; conduct; behaviour			√kapp 1 a (to be fit, be suitable)		ā + √kapp + a	ākalpa	√kḷp							AN 10.48	pabbajitābhiṇhasuttaṃ	‘añño me <b>ākappo</b> karaṇīyo’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	ākapp	a masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ākappa"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
nu kho	ss	idiom	ind, interr						does?; is?; would?						nu + khalu								AN 10.48	pabbajitābhiṇhasuttaṃ	‘kacci <b>nu kho</b> me attā sīlato na upavadatī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections	MN 107	gaṇakamoggallānasuttaṃ	sakkā <b>nu kho,</b> bho gotama, imasmim’pi dhammavinaye evam’eva anupubbasikkhā anupubbakiriyā anupubbapaṭipadā paññapetun’ti	Anupubba-sikkhā	The Gradual Training	Teachings	34n	!	nu kho	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nu kho"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā Anupubba-sikkhā
anuvicca	ps	ger		anuvijjati			trans	+acc	investigating; finding out; learning about; knowing about			√vid 3 ya (to know, understand)		anu + √vid + tya	anuvid	√vid				DHP 229	kodhavaggo	yaṃ ce viññū pasaṃsanti, <b>anuvicca</b> suve suve,<br/>acchidda-vuttiṃ medhāviṃ, paññāsīla-samāhitaṃ.	AN 10.48	pabbajitābhiṇhasuttaṃ	‘kacci nu kho maṃ <b>anuvicca</b> viññū sabrahmacārī sīlato na upavadantī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	-		99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anuvicca"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
viññū 1	s	adj		vijānāti					wise; intelligent; discerning; knowledgeable			√ñā 5 nā (to know)		vi + √ñā + ū	vijña	√jñā							AN 10.48	pabbajitābhiṇhasuttaṃ	‘kacci nu kho maṃ anuvicca <b>viññū</b> sabrahmacārī sīlato na upavadantī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	viññ	ū adj	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=viññū 1"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
sabrahmacārī	ps	masc	agent, comp						fellow monk; spiritual companion					sa + brahmacārī	sabrahmacārin					AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū paccattaññ’eva satiṃ upaṭṭhāpessanti: ‘kin’ti anāgatā ca pesalā <b>sabrahmacārī</b> āgaccheyyuṃ āgatā ca pesalā <b>sabrahmacārī</b> phāsuṃ vihareyyun’ti	AN 10.48	pabbajitābhiṇhasuttaṃ	‘kacci nu kho maṃ anuvicca viññū <b>sabrahmacārī</b> sīlato na upavadantī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	sabrahmacār	ī masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sabrahmacārī"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
suñña 2	ps	adj							empty; uninhabited						śūnya, śūna					SN 35.238	āsīvisopamasuttaṃ	so passeyya <b>suññaṃ</b> gāmaṃ. yaññad’eva gharaṃ paviseyya rittakaññ’eva paviseyya tucchakaññ’eva paviseyya suññakaññ’eva paviseyya.	AN 10.48	pabbajitābhiṇhasuttaṃ	‘kacci nu kho’haṃ <b>suññ</b>’āgāre abhiramāmī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	suññ	a adj	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=suñña 2"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
suññāgāra	ss	nt	comp						empty dwelling; uninhabited place					suññā + agāra	śūnyageha								AN 10.48	pabbajitābhiṇhasuttaṃ	‘kacci nu kho’haṃ <b>suññāgāre</b> abhiramāmī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections	MN 118	ānāpānassatisuttaṃ	idha bhikkhu arañña-gato vā rukkha-mūla-gato vā <b>suññāgāra</b>-gato vā nisīdati, pallaṅkaṃ ābhujitvā, ujuṃ kāyaṃ paṇidhāya, parimukhaṃ satiṃ upaṭṭhapetvā.	Ānāpānassati		Teachings	34n	suññāgār	a nt	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=suññāgāra"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā Ānāpānassati
agāra 1	ps	nt							house; a dwelling place						agāra					SN 1.41	ādittasuttaṃ	ādittasmiṃ <b>agārasmiṃ</b>, yaṃ nīharati bhājanaṃ. taṃ tassa hoti atthāya, no ca yaṃ tattha ḍayhati.	AN 10.48	pabbajitābhiṇhasuttaṃ	‘kacci nu kho’haṃ suññ’<b>āgāre</b> abhiramāmī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	agār	a nt	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=agāra 1"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
abhiramati	ps	pr					intrans	+loc	enjoys; finds high pleasure in			√ram 1 a (to delight, please)	√ram + a > rama	abhi + rama + ti	abhiramate	√ram				SN 56.42	papātasuttaṃ	‘ayaṃ dukkhanirodha-gāminī paṭipadā’ti yathābhūtaṃ nappajānanti, te jāti-saṃvattanikesu saṅkhāresu <b>abhiramanti</b>	AN 10.48	pabbajitābhiṇhasuttaṃ	‘kacci nu kho’haṃ suññ’āgāre <b>abhiramāmī</b>’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	abhiram	ati pr	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=abhiramati"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
rattindiva	ps	masc	comp						day and night					ratti + [n] + diva	rātri + diva					MN 3	dhammadāyādasuttaṃ	yaṃnūn’āhaṃ imaṃ piṇḍapātaṃ bhuñjitvā jighacchā-dubbalyaṃ paṭivinodetvā evaṃ imaṃ <b>rattin’divaṃ</b> vītināmeyyan’ti	AN 10.48	pabbajitābhiṇhasuttaṃ	‘kathaṃ-bhūtassa me <b>rattindivā</b> vītivattantī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	rattindiv	a masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=rattindiva"">feedback</a>"	Dasadhammā_pabbajita-abhiṇha-paccavekkhaṇā
