bhikkhupātimokkhapāḷi	pos	grammar	+case	tamil	meaning	lit. meaning	root	rt gp	sign	base	construction	compound type	compound construction	abbrev	source	sentence	aṭṭhakathā	feedback
- anāgataṃ	adj	fem acc sg of anāgata			not come; in the future		√gam (go)	1	a		na + ā + √gam + ta			NP 28	accekacīvarasikkhāpadaṃ	das'āh'<b>ānāgataṃ</b> kattikatemāsikapuṇṇamaṃ bhikkhuno pan'eva accekacīvaraṃ uppajjeyya, accekaṃ maññamānena bhikkhunā paṭiggahetabbaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- anāgataṃ"">feedback</a>"
kattikatemāsikapuṇṇamaṃ	noun	fem acc sg of kattikatemāsikapuṇṇamā			full moon in Pleiades at the end of the three month rains retreat						kattika + temāsika + puṇṇamā	genitive tappurisa	kattikāya + temāsikapuṇṇamā	NP 28	accekacīvarasikkhāpadaṃ	das'āh'ānāgataṃ <b>kattikatemāsikapuṇṇamaṃ</b> bhikkhuno pan'eva accekacīvaraṃ uppajjeyya, accekaṃ maññamānena bhikkhunā paṭiggahetabbaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=kattikatemāsikapuṇṇamaṃ"">feedback</a>"
- kattikā	noun	fem			Pleiades									NP 28	accekacīvarasikkhāpadaṃ	das'āh'ānāgataṃ <b>kattika</b>temāsikapuṇṇamaṃ bhikkhuno pan'eva accekacīvaraṃ uppajjeyya, accekaṃ maññamānena bhikkhunā paṭiggahetabbaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- kattikā"">feedback</a>"
- temāsika	adj				related to three months, three monthly						ti + māsa + *ika			NP 28	accekacīvarasikkhāpadaṃ	das'āh'ānāgataṃ kattika<b>temāsika</b>puṇṇamaṃ bhikkhuno pan'eva accekacīvaraṃ uppajjeyya, accekaṃ maññamānena bhikkhunā paṭiggahetabbaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- temāsika"">feedback</a>"
- - māsika	adj				related to months, monthly		√mā (measure)	5	nā		√mā + sa + ika			NP 28	accekacīvarasikkhāpadaṃ	das'āh'ānāgataṃ kattikate<b>māsika</b>puṇṇamaṃ bhikkhuno pan'eva accekacīvaraṃ uppajjeyya, accekaṃ maññamānena bhikkhunā paṭiggahetabbaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- - māsika"">feedback</a>"
- puṇṇamaṃ	noun	fem acc sg of puṇṇamā			full moon						puṇṇa + mā	kammadhāraya	puṇṇa + mā	NP 28	accekacīvarasikkhāpadaṃ	das'āh'ānāgataṃ kattikatemāsika<b>puṇṇamaṃ</b> bhikkhuno pan'eva accekacīvaraṃ uppajjeyya, accekaṃ maññamānena bhikkhunā paṭiggahetabbaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- puṇṇamaṃ"">feedback</a>"
- - puṇṇa	adj				full, complete		√pūr (fill)	1	a		√pūr + na			NP 28	accekacīvarasikkhāpadaṃ	das'āh'ānāgataṃ kattikatemāsika<b>puṇṇa</b>maṃ bhikkhuno pan'eva accekacīvaraṃ uppajjeyya, accekaṃ maññamānena bhikkhunā paṭiggahetabbaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- - puṇṇa"">feedback</a>"
- - maṃ	noun	fem acc sg of mā			moon									NP 28	accekacīvarasikkhāpadaṃ	das'āh'ānāgataṃ kattikatemāsikapuṇṇa<b>maṃ</b> bhikkhuno pan'eva accekacīvaraṃ uppajjeyya, accekaṃ maññamānena bhikkhunā paṭiggahetabbaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- - maṃ"">feedback</a>"
accekacīvaraṃ	noun	nt nom sg of accekacīvara			exceptional robe, extraordinary robe						acceka + cīvara	kammadhāraya	acceka + cīvara	NP 28	accekacīvarasikkhāpadaṃ	das'āh'ānāgataṃ kattikatemāsikapuṇṇamaṃ bhikkhuno pan'eva <b>accekacīvaraṃ</b> uppajjeyya, accekaṃ maññamānena bhikkhunā paṭiggahetabbaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=accekacīvaraṃ"">feedback</a>"
- acceka	adj				extraordinary, urgent	coming beyond	√i (come, go)	1	a		ati + ā + √i + ka			NP 28	accekacīvarasikkhāpadaṃ	das'āh'ānāgataṃ kattikatemāsikapuṇṇamaṃ bhikkhuno pan'eva <b>acceka</b>cīvaraṃ uppajjeyya, accekaṃ maññamānena bhikkhunā paṭiggahetabbaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- acceka"">feedback</a>"
accekaṃ	noun	nt acc sg of acceka			an exceptional circumstance, extraordinary robe		√i (come, go)	1	a		ati + ā + √i + ka			NP 28	accekacīvarasikkhāpadaṃ	das'āh'ānāgataṃ kattikatemāsikapuṇṇamaṃ bhikkhuno pan'eva accekacīvaraṃ uppajjeyya, <b>accekaṃ</b> maññamānena bhikkhunā paṭiggahetabbaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=accekaṃ"">feedback</a>"
maññamānena	prp	masc instr sg of maññamāna			by thinking, by perceiving		√man (think)	3	ya	√man + ya > mañña	mañña + māna			NP 28	accekacīvarasikkhāpadaṃ	das'āh'ānāgataṃ kattikatemāsikapuṇṇamaṃ bhikkhuno pan'eva accekacīvaraṃ uppajjeyya, accekaṃ <b>maññamānena</b> bhikkhunā paṭiggahetabbaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=maññamānena"">feedback</a>"
cīvarakālasamayaṃ	ind	masc acc sg of cīvarakālasamaya			robe-making time						cīvarakāla + samaya	genitive tappurisa	cīvarakāl<b>assa</b> + samaya	NP 28	accekacīvarasikkhāpadaṃ	paṭiggahetvā yāva <b>cīvarakālasamayaṃ</b> nikkhipitabbaṃ. tato ce uttari nikkhipeyya, nissaggiyaṃ pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=cīvarakālasamayaṃ"">feedback</a>"
- cīvarakāla	noun	masc			robe-making time	robe time					cīvara + kāla	kammadhāraya	cīvara + kāla	NP 28	accekacīvarasikkhāpadaṃ	paṭiggahetvā yāva <b>cīvarakāla</b>samayaṃ nikkhipitabbaṃ. tato ce uttari nikkhipeyya, nissaggiyaṃ pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- cīvarakāla"">feedback</a>"
- samayaṃ	noun	masc acc sg of samaya			time, occasion	coming together	√i (come, go)	1	a		saṃ + √i + *a			NP 28	accekacīvarasikkhāpadaṃ	paṭiggahetvā yāva cīvarakāla<b>samayaṃ</b> nikkhipitabbaṃ. tato ce uttari nikkhipeyya, nissaggiyaṃ pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- samayaṃ"">feedback</a>"
upavassaṃ	ind	abs, from upavassati			having spent, having living	lived near	√vas (live)	1	a		upa + √vas + ya + aṃ			NP 29	sāsaṅkasikkhāpadaṃ	<b>upavassaṃ</b> kho pana kattikapuṇṇamaṃ yāni kho pana tāni āraññakāni senāsanāni sāsaṅkasammatāni sappaṭibhayāni		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=upavassaṃ"">feedback</a>"
kattikapuṇṇamaṃ	noun	masc acc sg of kattikapuṇṇama			full moon in Pleiades						kattika + puṇṇama	kammadhāraya	kattika + puṇṇama	NP 29	sāsaṅkasikkhāpadaṃ	upavassaṃ kho pana <b>kattikapuṇṇamaṃ</b> yāni kho pana tāni āraññakāni senāsanāni sāsaṅkasammatāni sappaṭibhayāni		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=kattikapuṇṇamaṃ"">feedback</a>"
āraññakāni	adj	nt nom pl of āraññaka			forest, wood	related to the forest	√ar (move, attain)	1	a		√ar > ār + aṇa + ya + *ka			NP 29	sāsaṅkasikkhāpadaṃ	upavassaṃ kho pana kattikapuṇṇamaṃ yāni kho pana tāni <b>āraññakāni</b> senāsanāni sāsaṅkasammatāni sappaṭibhayāni		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=āraññakāni"">feedback</a>"
senāsanāni	noun	nt nom pl of senāsana			dwelling, kuṭi	bed and seat					sena + āsana	dvanda	sena ca āsana ca	NP 29	sāsaṅkasikkhāpadaṃ	upavassaṃ kho pana kattikapuṇṇamaṃ yāni kho pana tāni āraññakāni <b>senāsanāni</b> sāsaṅkasammatāni sappaṭibhayāni		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=senāsanāni"">feedback</a>"
sāsaṅkasammatāni	adj	nt nom pl of sāsaṅkasammata			considered to be dodgy, thought to be risky						sāsaṅka + sammata	kammadhāraya	sāsaṅka + sammata	NP 29	sāsaṅkasikkhāpadaṃ	upavassaṃ kho pana kattikapuṇṇamaṃ yāni kho pana tāni āraññakāni senāsanāni <b>sāsaṅkasammatāni</b> sappaṭibhayāni		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sāsaṅkasammatāni"">feedback</a>"
- sāsaṅka	adj				dodgy, risky, unsafe	with doubt	√saṃk (doubt)	1	a		sa + ā + √saṃk + ā + a			NP 29	sāsaṅkasikkhāpadaṃ	upavassaṃ kho pana kattikapuṇṇamaṃ yāni kho pana tāni āraññakāni senāsanāni <b>sāsaṅka</b>sammatāni sappaṭibhayāni		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- sāsaṅka"">feedback</a>"
- sammatāni	adj	nt nom pl of sammata			considered to be, regarded as	thought together	√man (think)	3	ya		saṃ + √man + ta			NP 29	sāsaṅkasikkhāpadaṃ	upavassaṃ kho pana kattikapuṇṇamaṃ yāni kho pana tāni āraññakāni senāsanāni sāsaṅka<b>sammatāni</b> sappaṭibhayāni		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- sammatāni"">feedback</a>"
sappaṭibhayāni	adj	nt nom pl of sappaṭibhaya			dangerous, perilous	with personal danger	√bhī (fear)	1	a		sa + pati + √bhī + *a			NP 29	sāsaṅkasikkhāpadaṃ	upavassaṃ kho pana kattikapuṇṇamaṃ yāni kho pana tāni āraññakāni senāsanāni sāsaṅkasammatāni <b>sappaṭibhayāni</b>		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sappaṭibhayāni"">feedback</a>"
tathārūpesu	adj	nt loc pl of tathārūpa			in such kind	in such forms					tathā + rūpa			NP 29	sāsaṅkasikkhāpadaṃ	<b>tathārūpesu</b> bhikkhu senāsanesu viharanto ākaṅkhamāno tiṇṇaṃ cīvarānaṃ aññataraṃ cīvaraṃ antaraghare nikkhipeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=tathārūpesu"">feedback</a>"
- rūpesu	noun	nt loc pl of rūpa			in forms		√rūp (produce)	8	*e		√rūp + a			NP 29	sāsaṅkasikkhāpadaṃ	tathā<b>rūpesu</b> bhikkhu senāsanesu viharanto ākaṅkhamāno tiṇṇaṃ cīvarānaṃ aññataraṃ cīvaraṃ antaraghare nikkhipeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- rūpesu"">feedback</a>"
senāsanesu	noun	nt loc pl of senāsana			in dwellings, in kuṭis	bed and seat					sena + āsana	dvanda	sena ca āsana ca	NP 29	sāsaṅkasikkhāpadaṃ	tathārūpesu bhikkhu <b>senāsanesu</b> viharanto ākaṅkhamāno tiṇṇaṃ cīvarānaṃ aññataraṃ cīvaraṃ antaraghare nikkhipeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=senāsanesu"">feedback</a>"
viharanto	prp	masc nom sg of viharanta			living		√har (live)	1	a	√har + a > hara	vi + hara + nta			NP 29	sāsaṅkasikkhāpadaṃ	tathārūpesu bhikkhu senāsanesu <b>viharanto</b> ākaṅkhamāno tiṇṇaṃ cīvarānaṃ aññataraṃ cīvaraṃ antaraghare nikkhipeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=viharanto"">feedback</a>"
ākaṅkhamāno	prp	masc nom sg of ākaṅkhamāna			wishing, desiring, wanting		√kakh (wish for)	2	ṃa	√kakh + ṃa > kaṅkha	ā + kaṅkha + māna			NP 29	sāsaṅkasikkhāpadaṃ	tathārūpesu bhikkhu senāsanesu viharanto <b>ākaṅkhamāno</b> tiṇṇaṃ cīvarānaṃ aññataraṃ cīvaraṃ antaraghare nikkhipeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=ākaṅkhamāno"">feedback</a>"
cīvarānaṃ	noun	nt gen pl of cīvara			of robes	of cloths								NP 29	sāsaṅkasikkhāpadaṃ	tathārūpesu bhikkhu senāsanesu viharanto ākaṅkhamāno tiṇṇaṃ <b>cīvarānaṃ</b> aññataraṃ cīvaraṃ antaraghare nikkhipeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=cīvarānaṃ"">feedback</a>"
antaraghare	noun	nt loc sg of antaraghara			inside the village, around the village	in-between house					antara + ghara	kammadhāraya	antara + ghara	NP 29	sāsaṅkasikkhāpadaṃ	tathārūpesu bhikkhu senāsanesu viharanto ākaṅkhamāno tiṇṇaṃ cīvarānaṃ aññataraṃ cīvaraṃ <b>antaraghare</b> nikkhipeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=antaraghare"">feedback</a>"
kocideva	sandhi				just any, any whatsoever						koci + [d] + eva			NP 29	sāsaṅkasikkhāpadaṃ	siyā ca tassa bhikkhuno <b>koci'd'eva</b> paccayo tena cīvarena vippavāsāya, chārattaparamaṃ tena bhikkhunā tena cīvarena vippavasitabbaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=kocideva"">feedback</a>"
- koci	pron	masc nom sg of kaci			any						ka + ci			NP 29	sāsaṅkasikkhāpadaṃ	siyā ca tassa bhikkhuno <b>koci</b>'d'eva paccayo tena cīvarena vippavāsāya, chārattaparamaṃ tena bhikkhunā tena cīvarena vippavasitabbaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- koci"">feedback</a>"
paccayo	noun	masc nom sg of paccaya			reason, cause		√i (come, go)	1	a		pati + √i + *a			NP 29	sāsaṅkasikkhāpadaṃ	siyā ca tassa bhikkhuno koci'd'eva <b>paccayo</b> tena cīvarena vippavāsāya, chārattaparamaṃ tena bhikkhunā tena cīvarena vippavasitabbaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=paccayo"">feedback</a>"
vippavāsāya	noun	dat masc sg of vippāvāsa	+instr		for living apart (from)	for living away (with)	√vas (live)	1	a		vi + pa + √vas + *a			NP 29	sāsaṅkasikkhāpadaṃ	siyā ca tassa bhikkhuno koci'd'eva paccayo tena cīvarena <b>vippavāsāya</b>, chārattaparamaṃ tena bhikkhunā tena cīvarena vippavasitabbaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=vippavāsāya"">feedback</a>"
chārattaparamaṃ	ind	ind, adv, acc sg of chārattaparama			for a maximum of six days	six nights at most					chāratta + paramaṃ			NP 29	sāsaṅkasikkhāpadaṃ	siyā ca tassa bhikkhuno koci'd'eva paccayo tena cīvarena vippavāsāya, <b>chārattaparamaṃ</b> tena bhikkhunā tena cīvarena vippavasitabbaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=chārattaparamaṃ"">feedback</a>"
- chāratta	noun	nt			six days	six nights					chaḷ + ratta			NP 29	sāsaṅkasikkhāpadaṃ	siyā ca tassa bhikkhuno koci'd'eva paccayo tena cīvarena vippavāsāya, <b>chāratta</b>paramaṃ tena bhikkhunā tena cīvarena vippavasitabbaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- chāratta"">feedback</a>"
vippavasitabbaṃ	ptp	nt nom sg of vippavasitabba	+instr		could be lived apart		√vas (live)	1	a		vi + pa + √vas + itabba			NP 29	sāsaṅkasikkhāpadaṃ	siyā ca tassa bhikkhuno koci'd'eva paccayo tena cīvarena vippavāsāya, chārattaparamaṃ tena bhikkhunā tena cīvarena <b>vippavasitabbaṃ</b>.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=vippavasitabbaṃ"">feedback</a>"
saṅghikaṃ	adj	masc acc sg of saṅghika			belonging to the community	related to community	√ghaṭ (join together)	1	a		saṃ + √ghaṭ + a + ika			NP 30	pariṇatasikkhāpadaṃ	yo pana bhikkhu jānaṃ <b>saṅghikaṃ</b> lābhaṃ pariṇataṃ attano pariṇāmeyya, nissaggiyaṃ pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=saṅghikaṃ"">feedback</a>"
lābhaṃ	noun	masc acc sg of lābha			gain, acquisition	get	√labh (get)	1	a		√labh + *a			NP 30	pariṇatasikkhāpadaṃ	yo pana bhikkhu jānaṃ saṅghikaṃ <b>lābhaṃ</b> pariṇataṃ attano pariṇāmeyya, nissaggiyaṃ pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=lābhaṃ"">feedback</a>"
pariṇataṃ	adj	masc acc sg of pariṇata			destined for, allocated	bent completely	√nam (bend)	1	a		pari + √nam + ta			NP 30	pariṇatasikkhāpadaṃ	yo pana bhikkhu jānaṃ saṅghikaṃ lābhaṃ <b>pariṇataṃ</b> attano pariṇāmeyya, nissaggiyaṃ pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=pariṇataṃ"">feedback</a>"
attano	noun	masc dat sg of atta			for oneself									NP 30	pariṇatasikkhāpadaṃ	yo pana bhikkhu jānaṃ saṅghikaṃ lābhaṃ pariṇataṃ <b>attano</b> pariṇāmeyya, nissaggiyaṃ pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=attano"">feedback</a>"
pariṇāmeyya	verb	opt 3rd sg of pariṇāmeti			he would appropriate, transfer	cause to bend	√nam (bend)	1	*e	√nam + *e > ṇāme	pari + ṇāme + ti			NP 30	pariṇatasikkhāpadaṃ	yo pana bhikkhu jānaṃ saṅghikaṃ lābhaṃ pariṇataṃ attano <b>pariṇāmeyya</b>, nissaggiyaṃ pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=pariṇāmeyya"">feedback</a>"
niṭṭhitā	pp	masc nom pl of niṭṭhita			finished		√ṭhā (stand)	1	a		ni + √ṭhā + ita			NP	nissaggiyapācittiyā	tiṃsa nissaggiyā pācittiyā dhammā <b>niṭṭhitā</b>		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=niṭṭhitā"">feedback</a>"
dvenavuti	cardinal	fem nom sg			ninety two						dve + navuti			PA	pācittiyā	ime kho pan'āyasmanto <b>dvenavuti</b> pācittiyā dhammā uddesaṃ āgacchanti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=dvenavuti"">feedback</a>"
- dve	cardinal	x nom pl			two	two								PA	pācittiyā	ime kho pan'āyasmanto <b>dve</b>navuti pācittiyā dhammā uddesaṃ āgacchanti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- dve"">feedback</a>"
- navuti	cardinal	fem nom sg			ninety						nava + dasa			PA	pācittiyā	ime kho pan'āyasmanto dve<b>navuti</b> pācittiyā dhammā uddesaṃ āgacchanti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- navuti"">feedback</a>"
sampajānamusāvāde	noun	masc loc sg of sampajānamusāvāda			in deliberate lying, intentional false speech						sampajāna + musāvāda	kammadhāraya		PA 01	musāvādasikkhāpadaṃ	<b>sampajānamusāvāde</b> pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sampajānamusāvāde"">feedback</a>"
- musāvāde	noun	masc loc sg of musāvāda			in false speech, lying						musā + vāda	kammadhāraya		PA 01	musāvādasikkhāpadaṃ	sampajāna<b>musāvāde</b> pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- musāvāde"">feedback</a>"
- - vāde	noun	masc loc sg of vāda			in speech, speaking		√vad (speak)	1	a		√vad + *a			PA 01	musāvādasikkhāpadaṃ	sampajānamusā<b>vāde</b> pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- - vāde"">feedback</a>"
omasavāde	noun	masc loc sg of omasavāda			in hurtful speech; in unkind speech						omasa + vāda	kammadhāraya	omasa + vāda	PA 02	omasavādasikkhāpadaṃ	<b>omasavāde</b> pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=omasavāde"">feedback</a>"
- omasa	adj	from omasati			putting down; hurtful	rubbing down	√mas (touch, rub)	1	a		ava + √mas + a			PA 02	omasavādasikkhāpadaṃ	<b>omasa</b>vāde pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- omasa"">feedback</a>"
- vāde	noun	masc loc sg of vāda			in speech		√vad (speak)	1	a		√vad + *a			PA 02	omasavādasikkhāpadaṃ	omasa<b>vāde</b> pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- vāde"">feedback</a>"
