ID	Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Test	audio	Feedback	Tags
12504	avijjā	fem			neg				ignorance; illusion; not knowing; not understanding; stupidity			√vid 3 ya (to know, understand)		na + √vid + yā	avidyā	√vid				AN 10.61	avijjāsuttaṃ	“<b>avijjam</b>’p’āhaṃ sāhāraṃ vadāmi, no anāhāraṃ. ko c’āhāro <b>avijjāya</b>? ‘pañca nīvaraṇā’ti’ssa vacanīyaṃ.				SN 12.2	vibhaṅgasuttaṃ	<b>avijjā</b>-paccayā saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; viññāṇa-paccayā nāmarūpaṃ; nāmarūpa-paccayā saḷ'āyatanaṃ; saḷ'āyatana-paccayā phasso; phassa-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings	SN 12.2	vibhaṅgasuttaṃ	<b>avijjāya</b> tv'eva asesa-virāga-nirodhā, saṅkhāra-nirodho, saṅkhāra-nirodhā, viññāṇa-nirodho, viññāṇa-nirodhā, nāma-rūpa-nirodho, nāma-rūpa-nirodhā,	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:avijjā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=avijjā&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda Paṭicca-samuppāda
12524	avijjāpaccayā	ind	adv, comp, abl sg						depending on ignorance; due to not understanding					avijjā + paccaya + ā<br/>avijjāpaccaya + ā	avidyā + pratyayāt											SN 12.2	vibhaṅgasuttaṃ	<b>avijjāpaccayā</b> saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; viññāṇa-paccayā nāmarūpaṃ; nāmarūpa-paccayā saḷ'āyatanaṃ; saḷ'āyatana-paccayā phasso; phassa-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=avijjāpaccayā&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
6307	aññataraññatara	adj	comp						one or other; all kinds					aññatara + aññatara	anyatara + anyatara											VIBH 4.1.1	dukkhasaccaṃ	<b>aññatar’aññatarena</b> byasanena samannāgatassa, <b>aññatar’aññatarena</b> dukkha-dhammena phuṭṭhassa; soko, socanā, socitattaṃ, antosoko antoparisoko	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=aññataraññatara&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
15682	cakkhu 1	nt							the eye			√cakkh 1 a (to see)		√cakkh + u	cakṣuḥ	√akṣ				MN 10.13	mahāsatipaṭṭhānasuttaṃ	bhikkhu <b>cakkhuñ</b>’ca pajānāti, rūpe ca pajānāti, 				SN 12.2	vibhaṅgasuttaṃ	<b>cakkhu</b>-viññāṇaṃ, sotaviññāṇaṃ, ghānaviññāṇaṃ, jivhāviññāṇaṃ, kāyaviññāṇaṃ, manoviññāṇaṃ. idaṃ vuccati saṅkhāra-paccayā viññāṇaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings	MN 147	cūḷarāhulovādasuttaṃ	taṃ kiṃ maññasi, rāhula, <b>cakkhu</b> niccaṃ vā aniccaṃ vā”ti? “aniccaṃ, bhante”.				23n	55	[sound:cakkhu.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cakkhu 1&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
15719	cakkhusamphassaja	adj	comp						caused by eye contact; produced by visual impression					cakkhu + samphassa + ja	cakṣu + saṃsparśa + ja											SN 12.2	vibhaṅgasuttaṃ	<b>cakkhusamphassajā</b> vedanā, sotasamphassajā vedanā, ghānasamphassajā vedanā, jivhāsamphassajā vedanā, kāyasamphassajā vedanā, manosamphassajā vedanā.	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cakkhusamphassaja&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
15681	cakkhāyatana	nt	comp						field of vision; seeing base; eye					cakkhu + āyatana	cakṣuḥ + āyatana											SN 12.2	vibhaṅgasuttaṃ	<b>cakkh’āyatanaṃ</b>, sot’āyatanaṃ, ghān’āyatanaṃ, jivh’āyatanaṃ, kāy’āyatanaṃ, man’āyatanaṃ. idaṃ vuccati, bhikkhave, saḷ'āyatanaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cakkhāyatana&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
16081	cattāro	card	masc nom & acc pl	catu					four (4)					catu + āro	catūni					AN 10.61	avijjāsuttaṃ	satta’p’āhaṃ bojjh'aṅge sāhāre vadāmi, no anāhāre. ko c’āhāro sattannaṃ bojjh'aṅgānaṃ? ‘<b>cattāro</b> satipaṭṭhānā’ti’ssa vacanīyaṃ.				SN 12.2	vibhaṅgasuttaṃ	<b>cattāro</b> ca mahābhūtā, catunnañ’ca mahābhūtānaṃ upādāya-rūpaṃ – idaṃ vuccati rūpaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings	DN 16.26	mahāparinibbānasuttaṃ	idāni, bhante, deve vassante deve gaḷagaḷāyante vijjullatāsu niccharantīsu asaniyā phalantiyā dve kassakā bhātaro hatā <b>cattāro</b> ca balibaddā				23n	55	[sound:cattāro.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cattāro&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
22048	evametassa	sandhi	adv + pron						thus of this					evaṃ + etassa	evam + etasya											SN 12.2	vibhaṅgasuttaṃ	<b>evam’etassa</b> kevalassa dukkha-kkhandhassa samudayo hoti.	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=evametassa&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
27123	kāmupādāna	nt	comp						grasping of sensual pleasures; clinging to sensual desire					kāma + upādāna	kāma + upādāna											SN 12.2	vibhaṅgasuttaṃ	<b>kām’upādānaṃ</b>, diṭṭh’upādānaṃ, sīlabbat’upādānaṃ, attavād’upādānaṃ. idaṃ vuccati taṇhā-paccayā upādānaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kāmupādāna&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
49082	rūpataṇhā	fem	comp						craving for material form					rūpa + taṇhā	rūpa + tṛṣṇā											SN 12.2	vibhaṅgasuttaṃ	<b>rūpataṇhā</b>, saddataṇhā, gandhataṇhā, rasataṇhā, phoṭṭhabbataṇhā, dhammataṇhā. ayaṃ vuccati vedanā-paccayā taṇhā.	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=rūpataṇhā&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
59344	tattha 2	ind	adv	ta					in that regard; in that case; regarding that matter					ta + ttha	tatra					SNP 63	hemaka māṇava pucchā<br/>pārāyanavaggo 8	ye me pubbe viyākaṃsu, huraṃ gotamasāsanā,<br/>icc'āsi iti bhavissati, sabbaṃ taṃ itihītihaṃ,<br/>sabbaṃ taṃ takkavaḍḍhanaṃ, n'āhaṃ <b>tattha</b> abhiramiṃ.				VIBH 6.1	suttantabhājanīyaṃ	<b>tattha</b> katame avijjā-paccayā saṅkhārā? puññ’ābhisaṅkhāro, apuññ’ābhisaṅkhāro, āneñj’ābhisaṅkhāro; kāyasaṅkhāro, vacīsaṅkhāro, cittasaṅkhāro.	Paṭicca-samuppāda	Dependent Origination	Teachings	MN 64	mahāmālukyasuttaṃ	 so <b>tattha</b> ṭhito āsavānaṃ khayaṃ pāpuṇāti				23n	55	[sound:tattha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tattha 2&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
65766	vedanāpaccayā	ind	adv, comp, abl sg						depending on felt experience; due to feelings					vedanā + paccaya + ā<br/>vedanāpaccaya + ā	vedanā + pratyaya											SN 12.2	vibhaṅgasuttaṃ	<b>vedanāpaccayā</b> taṇhā; taṇhā-paccayā upādānaṃ; upādāna-paccayā bhavo; bhava-paccayā jāti; jāti-paccayā jarāmaraṇaṃ soka-parideva-dukkhadomanass’upāyāsā sambhavanti.	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vedanāpaccayā&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
35834	ñāti	masc		jānāti					family; relative; lit. known			√ñā 5 nā (to know)		√ñā + ti	jñāti	√jñā				DN 2.14	sāmaññaphalasuttaṃ	annakathaṃ pānakathaṃ vatthakathaṃ sayanakathaṃ mālākathaṃ gandhakathaṃ <b>ñāti</b>-kathaṃ yānakathaṃ gāmakathaṃ nigamakathaṃ				VIBH 4.1.1	dukkhasaccaṃ	<b>ñāti</b>-byasanena vā phuṭṭhassa, bhoga-byasanena vā phuṭṭhassa, roga-byasanena vā phuṭṭhassa, sīla-byasanena vā phuṭṭhassa, diṭṭhi-byasanena vā phuṭṭhassa	Paṭicca-samuppāda	Dependent Origination	Teachings	KHP 7	tirokuṭṭasuttaṃ	 idaṃ vo <b>ñātīnaṃ</b> hotu, sukhitā hontu ñātayo.	Peta-patti-dāna		Sharing of Merits	23n	55	[sound:ñāti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ñāti&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda Peta-patti-dāna
35839	ñātibyasana	nt	comp						family tragedy; loss of relatives					ñāti + byasana	jñāti + vyasana			(ANa) ñātīnaṃ byasanaṃ <b>ñātibyasanaṃ</b>, ñātivināso'ti attho.		AN 4.192	ṭhānasuttaṃ	idha, bhikkhave, ekacco <b>ñātibyasanena</b> vā phuṭṭho samāno, bhogabyasanena vā phuṭṭho samāno, rogabyasanena vā phuṭṭho samāno na iti paṭisañcikkhati, tathābhūto kho ayaṃ lokasannivāso tathābhūto ayaṃ attabhāvapaṭilābho				VIBH 4.1.1	dukkhasaccaṃ	<b>ñātibyasanena</b> vā phuṭṭhassa, bhogabyasanena vā phuṭṭhassa, rogabyasanena vā phuṭṭhassa, sīlabyasanena vā phuṭṭhassa, diṭṭhibyasanena vā phuṭṭhassa	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ñātibyasana&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
53646	saṅkhāra 1	masc		saṅkharoti					intention; volitional formation; karmic activity; lit. making together			√kar 7 o (to do, make)		saṃ + √kar + *a	saṃskāra	√kṛ				SN 56.42	papātasuttaṃ	te jātisaṃvattanikesu saṅkhāresu abhiramanti, jarāsaṃvattanikesu <b>saṅkhāresu</b> abhiramanti, maraṇasaṃvattanikesu <b>saṅkhāresu</b> abhiramanti				SN 12.2	vibhaṅgasuttaṃ	avijjā-paccayā <b>saṅkhārā</b>; <b>saṅkhāra</b>-paccayā viññāṇaṃ; viññāṇa-paccayā nāmarūpaṃ	Paṭicca-samuppāda	Dependent Origination	Teachings	SN 12.2	vibhaṅgasuttaṃ	avijjāya tv'eva asesa-virāga-nirodhā, <b>saṅkhāra</b>-nirodho, <b>saṅkhāra</b>-nirodhā, viññāṇa-nirodho, viññāṇa-nirodhā, nāma-rūpa-nirodho, nāma-rūpa-nirodhā,	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:saṅkhāra.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=saṅkhāra 1&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda Paṭicca-samuppāda
53672	saṅkhārapaccayā	ind	adv, comp, abl sg						depending on intention; due to volition; lit. from condition of function 					saṅkhāra + paccaya + ā<br/>saṅkhārapaccaya + ā	saṃskāra + pratyaya											SN 12.2	vibhaṅgasuttaṃ	avijjā-paccayā saṅkhārā; <b>saṅkhārapaccayā</b> viññāṇaṃ; viññāṇa-paccayā nāmarūpaṃ; nāmarūpa-paccayā saḷ'āyatanaṃ; saḷ'āyatana-paccayā phasso; phassa-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=saṅkhārapaccayā&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
67599	viññāṇapaccayā	ind	adv, comp, abl sg						depending on consciousness; due to consciousness					viññāṇa + paccaya + ā<br/>viññāṇapaccaya + ā	vijñāna + pratyaya											SN 12.2	vibhaṅgasuttaṃ	avijjā-paccayā saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; <b>viññāṇapaccayā</b> nāmarūpaṃ; nāmarūpa-paccayā saḷ'āyatanaṃ; saḷ'āyatana-paccayā phasso; phassa-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=viññāṇapaccayā&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
35186	nāma 5	nt	abstr						mental objects of consciousness; mentality; mental factors of feeling, perception, intention, contact and attention; lit. name						nāman					SN 12.2	vibhaṅgasuttaṃ	katamañ’ca, bhikkhave, <b>nāma</b>rūpaṃ? vedanā, saññā, cetanā, phasso, manasikāro — idaṃ vuccati <b>nāmaṃ</b>.	Paṭicca-samuppāda	Dependent Origination	Teachings	SN 12.2	vibhaṅgasuttaṃ	avijjā-paccayā saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; viññāṇa-paccayā <b>nāma-</b>rūpaṃ; <b>nāma-</b>rūpa-paccayā saḷ'āyatanaṃ; saḷ'āyatana-paccayā phasso; phassa-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings	SNP 56	ajita māṇava pucchā<br/>pārāyanavaggo 1	yam'etaṃ pañhaṃ apucchi, ajita taṃ vadāmi te,<br/>yattha <b>nāmañ</b>'ca rūpañ'ca, asesaṃ uparujjhati,<br/>viññāṇassa nirodhena, etth'etaṃ uparujjhati.				23n	55	[sound:nāma.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nāma 5&entry.1433863141=Anki"">Fix it here</a>."	Paṭicca-samuppāda Paṭicca-samuppāda 
35225	nāmarūpapaccayā	ind	adv, comp, abl sg						depending on mind and body; due to name and form					nāmarūpa + paccaya + ā<br/>nāmarūpapaccaya + ā	nāmarūpa + pratyaya											SN 12.2	vibhaṅgasuttaṃ	avijjā-paccayā saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; viññāṇa-paccayā nāmarūpaṃ; <b>nāmarūpapaccayā</b> saḷ'āyatanaṃ; saḷ'āyatana-paccayā phasso; phassa-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nāmarūpapaccayā&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
50488	saḷāyatana 1	nt	comp						six sense fields; six senses bases					cha > sa + [ḷ] + āyatana	ṣaḍāyatana					MN 137	saḷāyatanavibhaṅgasuttaṃ	“<b>saḷ’āyatana</b>-vibhaṅgaṃ vo, bhikkhave, desessāmi. taṃ suṇātha, sādhukaṃ manasi karotha, bhāsissāmī”ti.				SN 12.2	vibhaṅgasuttaṃ	avijjā-paccayā saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; viññāṇa-paccayā nāmarūpaṃ; nāmarūpa-paccayā saḷ'āyatanaṃ; <b>saḷ'āyatana-</b>paccayā phasso; phassa-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings	SN 12.2	vibhaṅgasuttaṃ	<b>saḷ'āyatana</b>-nirodho, saḷ'āyatana-nirodhā, phassa-nirodho, phassa-nirodhā, vedanā-nirodho, vedanā-nirodhā, taṇhā-nirodho, taṇhā-nirodhā, upādāna-nirodho,	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:saḷāyatana.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=saḷāyatana 1&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda Paṭicca-samuppāda
50495	saḷāyatanapaccayā	ind	adv, comp, abl sg						depending on six sense fields; due to six sense experience					saḷāyatana + paccaya + ā<br/>saḷāyatanapaccaya + ā	ṣaḍāyatana + pratyaya											SN 12.2	vibhaṅgasuttaṃ	avijjā-paccayā saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; viññāṇa-paccayā nāmarūpaṃ; nāmarūpa-paccayā saḷ'āyatanaṃ; <b>saḷ'āyatanapaccayā</b> phasso; phassa-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=saḷāyatanapaccayā&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
46493	phassa 1	masc		phusati					touch; contact; sense impingement			√phus 1 a (to touch)		√phus > phas + a	sparśa	√spṛś				SN 12.63	puttamaṃsūpamasuttaṃ	cattāro’me āhārā bhūtānaṃ vā sattānaṃ ṭhitiyā sambhav’esīnaṃ vā anuggahāya : kabaḷīkāro āhāro oḷāriko vā sukhumo vā, <b>phasso</b> dutiyo, mano-sañcetanā tatiyā, viññāṇaṃ catutthaṃ				SN 12.2	vibhaṅgasuttaṃ	avijjā-paccayā saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; viññāṇa-paccayā nāmarūpaṃ; nāmarūpa-paccayā saḷ'āyatanaṃ; saḷ'āyatana-paccayā <b>phasso</b>; <b>phassa</b>-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings	SN 12.2	vibhaṅgasuttaṃ	saḷ'āyatana-nirodho, saḷ'āyatana-nirodhā, <b>phassa</b>-nirodho, <b>phassa</b>-nirodhā, vedanā-nirodho, vedanā-nirodhā, taṇhā-nirodho, taṇhā-nirodhā, upādāna-nirodho,	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	55	[sound:phassa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=phassa 1&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda Paṭicca-samuppāda
46512	phassapaccayā	ind	adv, comp, abl sg						depending on contact; due to sense impingement					phassa + paccaya + ā<br/>phassapaccaya + ā	sparśa + pratyaya											SN 12.2	vibhaṅgasuttaṃ	avijjā-paccayā saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; viññāṇa-paccayā nāmarūpaṃ; nāmarūpa-paccayā saḷ'āyatanaṃ; saḷ'āyatana-paccayā phasso; <b>phassapaccayā</b> vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=phassapaccayā&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
12923	āyatana 1	nt							sense base; sense field; sense range; lit. stretching out			√yat 1 a (to stretch, strive)		ā + √yat + ana	āyatana	√yam				MN 10.13	mahāsatipaṭṭhānasuttaṃ	puna caparaṃ, bhikkhave, bhikkhu dhammesu dhamm’ānupassī viharati chasu ajjhattika-bāhiresu <b>āyatanesu</b>.				SN 12.2	vibhaṅgasuttaṃ	avijjā-paccayā saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; viññāṇa-paccayā nāmarūpaṃ; nāmarūpa-paccayā saḷ'āyatanaṃ; saḷ’<b>āyatana</b>-paccayā phasso; phassa-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āyatana 1&entry.1433863141=Anki"">Fix it here</a>."	 Paṭicca-samuppāda 
51018	samannāgata	adj	pp	saṃ + anvāgacchati				+instr	possessing; having; lit. going together with			√gam 1 a (to go)		saṃ + anu + ā + √gam + ta	samanvāgata	√gam				MN 107	gaṇakamoggallānasuttaṃ	‘ehi tvaṃ, bhikkhu, sati-sampajaññena <b>samannāgato</b> hohi, abhikkante paṭikkante sampajāna-kārī, ālokite vilokite sampajāna-kārī, samiñjite pasārite sampajāna-kārī, saṅghāṭi-patta-cīvara-dhāraṇe sampajāna-kārī	Anupubba-sikkhā	The Gradual Training	Teachings	VIBH 4.1.1	dukkhasaccaṃ	aññatar’aññatarena byasanena <b>samannāgatassa</b>, aññatar’aññatarena dukkha-dhammena phuṭṭhassa; soko, socanā, socitattaṃ, antosoko antoparisoko	Paṭicca-samuppāda	Dependent Origination	Teachings	AN 8.49	paṭhamaidhalokikasuttaṃ	tattha dakkhā hoti analasā tatr'upāyāya vīmaṃsāya <b>samannāgatā</b> alaṃ kātuṃ alaṃ saṃvidhātuṃ.				23n	55	[sound:samannāgata.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=samannāgata&entry.1433863141=Anki"">Fix it here</a>."	Anupubba-sikkhā Paṭicca-samuppāda 
